-1135.0	99.0	185.0	
-992.0	78.0	105.0	
-1123.0	85.0	206.0	
-1131.0	119.0	180.0	
-982.0	71.0	151.0	
-1124.0	111.0	174.0	
-985.0	72.0	108.0	
-1127.0	106.0	178.0	
-1036.0	90.0	118.0	
-1120.0	105.0	178.0	
-1010.0	76.0	139.0	
-1106.0	86.0	160.0	
-1115.0	102.0	162.0	
-1024.0	75.0	145.0	
-1128.0	94.0	189.0	
-1119.0	88.0	170.0	
-1099.0	81.0	156.0	
-1116.0	84.0	203.0	
-1083.0	97.0	147.0	
-1102.0	77.0	176.0	
-997.0	73.0	149.0	
-1063.0	80.0	131.0	
-1088.0	102.0	141.0	
-1111.0	82.0	168.0	
-1122.0	90.0	199.0	
-1132.0	100.0	183.0	
-1065.0	79.0	134.0	
-1080.0	92.0	146.0	
-1067.0	88.0	123.0	
-1092.0	100.0	152.0	
-1070.0	85.0	130.0	
-1041.0	82.0	125.0	
-1120.0	89.0	196.0	
-1076.0	99.0	139.0	
-1047.0	86.0	127.0	
-1076.0	96.0	144.0	
-1008.0	75.0	138.0	
-995.0	77.0	106.0	
-990.0	73.0	142.0	
-1091.0	97.0	153.0	
-1058.0	90.0	122.0	
-1124.0	87.0	201.0	
-1128.0	91.0	196.0	
-1104.0	81.0	189.0	
-1110.0	82.0	164.0	
-1121.0	88.0	200.0	
-1003.0	74.0	149.0	
-1131.0	93.0	192.0	
-1135.0	95.0	187.0	
-1127.0	92.0	181.0	
-1059.0	80.0	129.0	
-1081.0	78.0	167.0	
-1059.0	93.0	119.0	
-1081.0	100.0	141.0	
-1056.0	87.0	119.0	
-1074.0	76.0	188.0	
-987.0	73.0	107.0	
-1085.0	89.0	151.0	
-1102.0	82.0	154.0	
-1040.0	78.0	130.0	
-1127.0	95.0	180.0	
-1043.0	78.0	132.0	
-1073.0	88.0	145.0	
-984.0	74.0	106.0	
-1133.0	95.0	185.0	
-1052.0	77.0	145.0	
-1036.0	81.0	123.0	
-1088.0	96.0	150.0	
-1059.0	75.0	147.0	
-1089.0	99.0	149.0	
-1114.0	86.0	167.0	
