9 0 11 15 16 12 1 19 13 17 10 14 4 6 8 18 2 7 3 5 | 0 1 -1 -1 2 -1 -1 -1 -1 0 2 0 0 1 2 0 0 1 2 1 | -1135.0 102.0 206.0 | 0.0 0.0 0.0 1 1 1 
3 14 1 11 16 15 6 5 9 0 13 7 4 2 10 19 17 8 18 12 | 2 0 -1 0 -1 1 1 -1 -1 2 -1 0 -1 2 0 1 0 -1 -1 -1 | -997.0 74.0 107.0 | 52.0 36.0 50.0 1 1 1 
16 3 1 19 6 18 11 15 8 10 2 13 0 4 12 17 14 5 9 7 | -1 0 2 0 -1 -1 0 -1 1 -1 2 1 -1 2 -1 1 0 -1 0 0 | -995.0 72.0 146.0 | 39.0 48.0 53.0 1 1 1 
16 3 1 19 6 18 2 15 4 5 10 13 17 7 9 11 12 8 0 14 | -1 0 1 0 1 2 0 -1 -1 -1 2 -1 -1 2 -1 1 0 -1 0 0 | -987.0 72.0 141.0 | 39.0 69.0 40.0 1 1 1 
11 14 15 5 16 9 17 4 1 8 3 7 13 2 10 19 18 12 6 0 | -1 1 -1 2 1 0 -1 2 2 1 -1 0 -1 -1 0 0 0 1 -1 2 | -1085.0 104.0 141.0 | 45.0 2.0 3.0 1 1 1 
3 14 1 11 16 4 12 8 13 19 7 0 10 6 15 9 17 18 5 2 | 2 0 -1 0 1 -1 -1 2 1 -1 -1 0 1 2 0 -1 0 -1 -1 1 | -1009.0 77.0 128.0 | 52.0 29.0 45.0 1 1 1 
3 14 1 11 16 15 6 12 5 13 0 10 18 4 7 8 9 2 19 17 | 2 0 -1 0 -1 2 1 -1 -1 -1 -1 0 1 2 0 1 0 -1 -1 -1 | -1001.0 74.0 108.0 | 52.0 52.0 30.0 1 1 1 
3 14 1 11 16 12 4 17 0 8 13 7 19 10 9 18 5 6 15 2 | 1 0 -1 0 1 -1 -1 2 2 -1 -1 0 1 2 0 -1 0 1 -1 -1 | -1027.0 87.0 120.0 | 52.0 7.0 49.0 1 1 1 
1 11 13 16 3 5 15 8 0 2 6 9 4 7 18 10 17 12 14 19 | 2 0 2 0 -1 1 2 -1 1 -1 -1 0 -1 0 -1 1 0 -1 0 -1 | -1042.0 76.0 147.0 | 4.0 47.0 42.0 1 1 1 
18 3 1 6 11 14 5 17 2 9 7 19 13 0 15 10 16 8 12 4 | -1 0 1 0 -1 1 0 2 -1 1 2 0 -1 2 0 -1 -1 1 0 2 | -1134.0 97.0 191.0 | 0.0 1.0 0.0 1 1 1 
14 11 1 6 16 10 4 8 2 0 13 5 15 18 7 17 9 19 3 12 | 2 0 1 -1 1 2 0 -1 1 -1 1 0 -1 2 0 -1 0 -1 -1 -1 | -1059.0 78.0 125.0 | 42.0 4.0 30.0 1 1 1 
