-986.0	81.0	107.0	
-1135.0	99.0	197.0	
-1018.0	74.0	123.0	
-1079.0	105.0	144.0	
-1133.0	89.0	201.0	
-980.0	74.0	110.0	
-1071.0	86.0	144.0	
-1070.0	81.0	134.0	
-998.0	92.0	107.0	
-1068.0	91.0	132.0	
-1129.0	95.0	178.0	
-1008.0	90.0	114.0	
-1082.0	76.0	167.0	
-1125.0	88.0	190.0	
-1085.0	94.0	151.0	
-1049.0	82.0	122.0	
-1079.0	97.0	145.0	
-999.0	89.0	117.0	
-1102.0	90.0	159.0	
-1108.0	84.0	161.0	
-987.0	80.0	109.0	
-1029.0	80.0	118.0	
-1090.0	95.0	154.0	
-1063.0	80.0	128.0	
-1037.0	75.0	127.0	
-1133.0	98.0	193.0	
-1110.0	101.0	155.0	
-1080.0	78.0	157.0	
-1131.0	104.0	181.0	
-1091.0	83.0	156.0	
-1053.0	77.0	123.0	
-1118.0	88.0	189.0	
-1115.0	82.0	165.0	
-1056.0	100.0	120.0	
-1089.0	101.0	149.0	
-1039.0	78.0	119.0	
-1013.0	75.0	120.0	
-1062.0	81.0	124.0	
-1055.0	77.0	124.0	
-1084.0	88.0	149.0	
-983.0	76.0	108.0	
-1132.0	91.0	185.0	
-1071.0	85.0	147.0	
-1133.0	103.0	183.0	
-1096.0	85.0	156.0	
-1087.0	105.0	146.0	
-1109.0	79.0	163.0	
-1107.0	80.0	162.0	
-1117.0	81.0	166.0	
-1099.0	95.0	156.0	
-1056.0	83.0	122.0	
-1113.0	100.0	159.0	
-1015.0	79.0	118.0	
-1134.0	99.0	192.0	
-1088.0	82.0	152.0	
-1113.0	86.0	161.0	
-1118.0	103.0	160.0	
-1095.0	81.0	158.0	
-1115.0	102.0	158.0	
-1085.0	102.0	148.0	
-1122.0	91.0	183.0	
-1058.0	78.0	128.0	
-1107.0	99.0	159.0	
-1132.0	95.0	183.0	
-1034.0	76.0	119.0	
-1112.0	82.0	162.0	
-1118.0	89.0	163.0	
-1106.0	82.0	160.0	
-1082.0	91.0	148.0	
