-1135.0	101.0	204.0	
-985.0	79.0	105.0	
-948.0	69.0	154.0	
-1134.0	105.0	180.0	
-1003.0	81.0	111.0	
-1031.0	74.0	145.0	
-1045.0	84.0	117.0	
-981.0	70.0	143.0	
-1061.0	94.0	122.0	
-1119.0	102.0	170.0	
-1130.0	93.0	190.0	
-1135.0	102.0	197.0	
-961.0	72.0	142.0	
-1103.0	89.0	159.0	
-1067.0	74.0	175.0	
-1034.0	73.0	149.0	
-1055.0	91.0	125.0	
-1049.0	82.0	118.0	
-1122.0	88.0	181.0	
-1087.0	78.0	167.0	
-994.0	72.0	150.0	
-1075.0	91.0	142.0	
-1133.0	96.0	198.0	
-1134.0	102.0	190.0	
-1105.0	86.0	172.0	
-1069.0	82.0	157.0	
-998.0	78.0	108.0	
-1058.0	81.0	132.0	
-1077.0	88.0	150.0	
-1063.0	83.0	140.0	
-1086.0	80.0	158.0	
-971.0	75.0	137.0	
-1125.0	84.0	185.0	
-1109.0	92.0	160.0	
-996.0	77.0	133.0	
-1115.0	93.0	162.0	
-1071.0	77.0	169.0	
-966.0	74.0	135.0	
-1133.0	97.0	183.0	
-1082.0	76.0	170.0	
-1102.0	94.0	153.0	
-1118.0	100.0	164.0	
-1041.0	78.0	127.0	
-1100.0	81.0	161.0	
-1105.0	83.0	175.0	
-1113.0	87.0	178.0	
-1088.0	99.0	146.0	
-1000.0	76.0	135.0	
-1119.0	89.0	177.0	
-1126.0	96.0	184.0	
-1096.0	79.0	170.0	
-1083.0	98.0	141.0	
-1039.0	75.0	151.0	
-1075.0	85.0	145.0	
-1084.0	96.0	148.0	
-1064.0	87.0	136.0	
-1040.0	80.0	121.0	
-1074.0	84.0	147.0	
-1123.0	92.0	178.0	
-1064.0	86.0	138.0	
-1000.0	73.0	139.0	
-1091.0	79.0	162.0	
-968.0	74.0	136.0	
-1090.0	96.0	151.0	
-1118.0	96.0	165.0	
-1119.0	96.0	172.0	
-1041.0	81.0	125.0	
-1095.0	83.0	156.0	
-1098.0	84.0	154.0	
-1088.0	77.0	170.0	
-1080.0	94.0	149.0	
