16 18 19 1 9 3 5 12 15 10 2 0 4 13 17 7 14 8 11 6 | 2 0 2 0 -1 1 -1 -1 -1 0 2 -1 1 -1 -1 1 0 -1 0 0 | -961.0 72.0 145.0 | 61.0 54.0 59.0 1 1 1 
6 1 11 3 14 4 7 17 16 13 2 19 5 9 15 0 8 18 10 12 | -1 0 2 0 1 -1 0 1 -1 2 -1 0 -1 1 0 -1 2 1 0 2 | -1134.0 94.0 193.0 | 0.0 0.0 1.0 1 1 1 
14 6 11 16 5 3 15 1 7 13 8 4 17 19 9 0 2 18 10 12 | -1 1 -1 1 -1 0 0 2 2 -1 -1 0 -1 2 0 1 0 -1 -1 -1 | -998.0 83.0 102.0 | 46.0 42.0 49.0 1 1 1 
6 16 11 5 14 15 12 13 8 7 0 9 19 3 4 17 10 1 18 2 | 2 -1 -1 -1 -1 0 0 2 2 -1 -1 0 1 1 0 1 0 -1 1 2 | -1089.0 101.0 145.0 | 46.0 0.0 0.0 1 1 1 
6 1 16 11 3 19 8 2 7 12 10 14 17 5 18 15 4 13 9 0 | -1 0 1 0 -1 -1 0 1 1 -1 2 0 1 -1 2 -1 0 2 2 0 | -1131.0 91.0 196.0 | 1.0 2.0 1.0 1 1 1 
11 6 1 16 5 3 15 14 7 13 0 8 4 12 9 17 2 19 10 18 | 2 0 -1 1 -1 0 0 2 -1 -1 -1 0 -1 2 1 1 0 -1 -1 -1 | -1002.0 75.0 113.0 | 48.0 40.0 45.0 1 1 1 
6 3 16 1 14 19 7 10 8 11 0 13 9 4 12 5 17 15 2 18 | 2 0 -1 0 -1 -1 0 1 1 -1 1 2 -1 2 0 -1 0 -1 -1 1 | -1030.0 78.0 119.0 | 49.0 25.0 31.0 1 1 1 
14 1 6 16 0 10 8 2 15 13 7 5 11 19 3 4 18 12 17 9 | 0 0 1 -1 -1 2 0 1 1 -1 1 -1 -1 2 0 2 0 -1 -1 -1 | -1066.0 84.0 132.0 | 46.0 1.0 22.0 1 1 1 
14 6 11 16 5 3 15 1 7 13 0 9 10 8 19 12 4 2 18 17 | 2 1 -1 1 -1 0 0 2 -1 -1 -1 0 -1 2 0 1 0 -1 -1 -1 | -1002.0 79.0 103.0 | 46.0 42.0 45.0 1 1 1 
18 2 10 19 1 16 7 3 15 0 13 5 14 8 17 12 9 4 6 11 | 2 0 0 1 -1 2 -1 1 -1 -1 0 -1 -1 2 -1 1 0 -1 0 0 | -983.0 73.0 142.0 | 61.0 61.0 30.0 1 1 1 
1 16 11 14 5 3 19 6 8 13 15 0 4 18 2 7 17 9 10 12 | 2 0 -1 1 -1 0 1 -1 1 -1 -1 0 -1 2 0 2 0 -1 -1 1 | -1063.0 81.0 120.0 | 44.0 1.0 27.0 1 1 1 
6 1 16 11 3 19 8 2 7 12 10 17 4 0 9 13 14 5 18 15 | -1 0 1 0 2 -1 0 1 1 2 2 0 1 -1 -1 -1 0 2 -1 0 | -1126.0 88.0 189.0 | 1.0 2.0 6.0 1 1 1 
1 11 16 8 9 3 5 12 15 10 13 14 19 18 17 2 7 4 0 6 | -1 0 -1 1 -1 1 -1 -1 0 0 2 0 0 2 2 1 0 -1 -1 -1 | -1052.0 77.0 161.0 | 3.0 46.0 34.0 1 1 1 
11 1 6 16 5 3 8 7 19 13 15 0 12 18 2 9 10 4 17 14 | 2 0 -1 1 -1 0 0 1 1 -1 -1 0 -1 2 -1 2 0 -1 -1 1 | -1042.0 76.0 126.0 | 48.0 18.0 27.0 1 1 1 
16 5 11 14 13 3 19 6 9 10 1 4 8 18 2 0 17 7 12 15 | -1 2 -1 1 2 0 1 -1 -1 1 2 0 -1 0 0 -1 0 -1 2 1 | -1074.0 97.0 144.0 | 47.0 12.0 2.0 1 1 1 
5 16 14 11 0 3 8 7 19 13 15 1 17 18 12 4 9 6 10 2 | 0 2 -1 1 -1 0 -1 1 1 -1 -1 0 -1 2 0 2 0 -1 0 1 | -1099.0 92.0 157.0 | 0.0 18.0 18.0 1 1 1 
6 1 16 11 3 19 8 2 7 12 10 15 4 0 14 17 5 9 18 13 | -1 0 1 0 2 -1 0 1 1 -1 2 0 1 -1 -1 2 0 -1 2 0 | -1129.0 89.0 193.0 | 1.0 2.0 3.0 1 1 1 
1 16 6 11 5 10 8 15 19 13 0 2 17 3 7 14 18 9 12 4 | 2 0 2 -1 -1 0 0 -1 1 -1 1 0 -1 2 -1 1 0 -1 -1 1 | -1037.0 74.0 138.0 | 48.0 7.0 43.0 1 1 1 
6 1 16 10 3 7 8 12 2 11 13 14 4 0 19 18 9 15 5 17 | -1 0 1 0 -1 -1 0 1 1 -1 0 2 1 2 2 -1 0 -1 -1 0 | -1098.0 86.0 160.0 | 15.0 2.0 20.0 1 1 1 
6 14 3 0 7 8 12 10 2 4 15 11 5 13 17 16 19 9 18 1 | 0 -1 1 0 1 2 0 0 1 -1 1 2 0 -1 0 2 -1 -1 -1 -1 | -1107.0 94.0 153.0 | 0.0 4.0 24.0 1 1 1 
1 11 14 16 5 13 7 18 0 10 9 6 12 15 3 2 4 8 19 17 | 1 0 -1 -1 -1 0 2 1 -1 2 2 0 -1 1 0 -1 0 -1 1 2 | -1080.0 100.0 141.0 | 44.0 7.0 4.0 1 1 1 
16 1 11 10 3 7 8 2 15 12 13 14 4 5 9 17 0 19 18 6 | -1 0 1 0 -1 -1 -1 1 1 0 0 0 1 2 2 2 0 -1 -1 -1 | -1116.0 83.0 179.0 | 1.0 2.0 16.0 1 1 1 
5 16 14 11 0 3 13 8 2 4 10 1 17 7 9 19 15 6 12 18 | 0 -1 2 1 2 0 -1 -1 1 2 2 0 -1 1 0 -1 0 -1 0 1 | -1133.0 96.0 175.0 | 0.0 2.0 0.0 1 1 1 
14 11 6 5 15 8 4 0 17 13 19 3 16 10 1 9 12 2 7 18 | 1 -1 -1 2 1 0 0 -1 1 -1 -1 0 -1 2 0 0 -1 1 2 2 | -1072.0 99.0 142.0 | 46.0 0.0 17.0 1 1 1 
6 11 1 16 3 5 12 4 8 10 0 2 13 14 15 17 18 7 9 19 | 2 0 -1 0 1 1 0 -1 2 -1 2 0 1 -1 -1 -1 0 1 0 2 | -1130.0 93.0 181.0 | 3.0 2.0 0.0 1 1 1 
