16 1 3 15 6 2 4 10 5 8 11 14 18 19 9 0 7 13 12 17 | -1 0 1 0 1 2 0 -1 1 -1 1 2 -1 -1 2 0 0 -1 -1 -1 | -1058.0 84.0 121.0 | 52.0 4.0 21.0 1 1 1 
4 3 1 6 17 15 7 12 0 14 10 9 2 16 18 13 19 8 11 5 | 1 0 2 0 0 -1 0 1 -1 2 1 -1 1 -1 2 0 -1 0 2 -1 | -1135.0 107.0 189.0 | 0.0 0.0 0.0 1 1 1 
19 16 9 3 18 1 4 8 15 5 0 13 17 10 11 12 14 7 6 2 | 2 0 -1 0 1 2 -1 -1 1 0 -1 -1 -1 2 -1 1 0 -1 0 0 | -979.0 70.0 142.0 | 61.0 65.0 30.0 1 1 1 
3 1 9 19 18 16 4 8 5 2 17 10 15 13 7 0 12 14 11 6 | -1 0 2 0 1 1 -1 -1 1 0 2 -1 -1 -1 -1 -1 0 2 0 0 | -933.0 72.0 138.0 | 61.0 68.0 73.0 1 1 1 
1 6 16 11 3 17 5 4 2 7 10 0 19 15 13 18 12 8 9 14 | 2 0 2 0 1 1 0 1 -1 -1 2 0 -1 -1 -1 -1 0 1 2 0 | -1127.0 87.0 199.0 | 1.0 1.0 6.0 1 1 1 
1 6 16 11 18 19 4 8 15 5 0 13 3 17 2 10 7 14 9 12 | 2 0 -1 -1 1 2 0 -1 1 -1 -1 0 -1 2 -1 1 0 -1 0 0 | -1008.0 73.0 151.0 | 32.0 65.0 30.0 1 1 1 
19 16 9 3 18 1 4 8 5 2 13 0 15 17 7 12 6 10 14 11 | 2 0 2 0 1 1 -1 -1 1 0 -1 -1 -1 2 -1 -1 0 -1 0 0 | -963.0 70.0 139.0 | 61.0 68.0 43.0 1 1 1 
14 3 1 11 16 10 7 8 4 6 15 13 18 17 19 12 5 9 0 2 | -1 0 -1 0 1 -1 2 1 1 -1 1 0 -1 2 0 2 0 -1 -1 -1 | -1057.0 78.0 126.0 | 52.0 6.0 20.0 1 1 1 
1 3 18 6 16 10 15 11 8 13 5 0 14 2 19 17 12 9 4 7 | 2 0 -1 0 -1 2 0 -1 1 -1 0 1 -1 2 -1 1 0 -1 0 -1 | -1040.0 76.0 146.0 | 17.0 48.0 30.0 1 1 1 
15 3 1 6 13 2 10 8 14 4 16 5 7 0 9 17 11 12 19 18 | -1 0 1 0 1 2 0 -1 1 -1 1 -1 -1 0 2 0 2 -1 0 -1 | -1113.0 88.0 160.0 | 1.0 4.0 17.0 1 1 1 
15 3 1 6 17 4 7 8 13 19 9 14 2 5 11 18 0 10 16 12 | -1 0 2 0 0 -1 0 1 1 2 -1 -1 -1 1 2 0 -1 0 2 1 | -1126.0 103.0 180.0 | 0.0 9.0 0.0 1 1 1 
9 7 13 15 6 3 0 4 2 8 10 11 19 17 18 12 5 1 14 16 | 1 -1 1 0 1 -1 0 0 2 0 1 2 -1 0 -1 0 -1 2 -1 2 | -1134.0 105.0 196.0 | 1.0 0.0 0.0 1 1 1 
16 1 6 3 15 2 4 10 14 13 5 0 17 11 18 8 9 7 12 19 | 1 0 1 0 1 2 0 -1 -1 -1 1 -1 -1 2 2 0 0 -1 -1 -1 | -1064.0 84.0 131.0 | 52.0 0.0 19.0 1 1 1 
18 6 1 5 3 11 2 15 10 19 0 13 16 17 4 8 7 12 9 14 | 2 0 1 0 -1 0 0 -1 -1 -1 1 0 -1 2 -1 1 2 -1 0 1 | -1091.0 79.0 177.0 | 6.0 11.0 27.0 1 1 1 
16 19 9 3 18 1 4 8 5 13 2 14 11 17 12 6 0 15 7 10 | -1 0 2 0 1 1 -1 -1 1 0 -1 -1 -1 2 2 -1 0 -1 0 0 | -974.0 73.0 139.0 | 61.0 68.0 32.0 1 1 1 
11 3 6 1 16 2 8 17 5 13 19 14 7 15 9 4 0 18 10 12 | -1 0 1 0 -1 2 0 1 1 -1 -1 0 -1 2 2 -1 0 1 -1 0 | -1110.0 82.0 168.0 | 1.0 5.0 19.0 1 1 1 
15 3 1 6 17 4 7 8 13 19 16 14 11 9 12 10 5 0 18 2 | -1 0 -1 0 0 -1 0 1 1 -1 -1 2 -1 1 2 0 2 0 -1 1 | -1108.0 97.0 149.0 | 0.0 9.0 18.0 1 1 1 
3 16 8 1 4 15 6 0 13 2 14 11 12 18 10 5 9 19 17 7 | 1 0 0 0 0 -1 1 -1 0 -1 -1 2 -1 2 2 1 0 -1 -1 -1 | -1069.0 89.0 141.0 | 5.0 41.0 20.0 1 1 1 
6 1 8 3 16 2 4 10 5 15 14 17 9 13 7 19 18 12 0 11 | -1 0 1 0 1 2 0 -1 0 -1 1 -1 -1 -1 2 2 0 1 -1 0 | -1095.0 86.0 153.0 | 9.0 14.0 17.0 1 1 1 
3 6 1 15 17 4 7 8 13 19 14 11 5 18 2 10 16 0 9 12 | -1 0 -1 0 0 2 0 1 1 -1 -1 2 -1 1 2 0 -1 0 -1 1 | -1105.0 99.0 148.0 | 0.0 9.0 21.0 1 1 1 
16 1 3 6 11 0 4 7 18 15 12 9 2 19 17 10 8 14 5 13 | 1 0 2 0 1 -1 0 1 -1 2 -1 0 1 -1 -1 2 0 -1 0 2 | -1128.0 94.0 183.0 | 3.0 3.0 1.0 1 1 1 
3 1 16 6 11 0 4 8 15 17 2 19 5 7 14 12 10 9 13 18 | 1 0 2 0 1 2 0 -1 1 -1 -1 0 -1 -1 -1 2 0 1 -1 0 | -1098.0 85.0 162.0 | 1.0 0.0 36.0 1 1 1 
3 15 1 6 17 4 7 8 13 11 5 16 9 14 19 12 2 0 10 18 | -1 0 -1 0 0 2 0 1 1 -1 -1 2 -1 1 -1 0 2 0 -1 1 | -1102.0 96.0 150.0 | 0.0 9.0 24.0 1 1 1 
16 1 3 6 14 2 4 10 15 8 18 13 12 9 0 7 11 17 19 5 | -1 0 1 0 1 -1 0 -1 1 -1 1 -1 -1 2 0 2 0 -1 2 2 | -1076.0 87.0 147.0 | 49.0 4.0 6.0 1 1 1 
6 11 16 3 18 12 4 8 15 13 14 2 5 19 1 7 0 9 17 10 | -1 -1 2 0 1 -1 0 -1 1 -1 -1 0 0 2 2 1 0 -1 0 1 | -1070.0 78.0 184.0 | 23.0 10.0 32.0 1 1 1 
6 1 11 3 18 19 4 15 5 13 2 14 7 16 9 17 12 8 0 10 | -1 0 2 0 1 1 0 -1 -1 -1 -1 0 -1 2 2 1 -1 -1 0 0 | -1004.0 75.0 146.0 | 43.0 56.0 32.0 1 1 1 
15 3 1 6 17 11 12 9 16 10 4 14 19 0 18 7 5 13 8 2 | -1 0 -1 0 2 -1 0 -1 -1 0 2 1 1 -1 2 0 1 0 2 1 | -1133.0 103.0 194.0 | 2.0 0.0 0.0 1 1 1 
15 3 1 6 17 4 7 8 13 2 9 16 11 0 10 19 14 18 12 5 | -1 0 2 0 0 -1 0 1 1 2 -1 -1 -1 1 -1 0 2 0 2 1 | -1123.0 100.0 174.0 | 0.0 9.0 3.0 1 1 1 
5 14 1 15 6 2 4 10 8 9 19 13 0 16 3 7 18 17 12 11 | -1 0 1 -1 1 0 0 2 1 2 1 -1 -1 2 0 0 -1 -1 -1 2 | -1085.0 95.0 146.0 | 41.0 4.0 5.0 1 1 1 
1 3 4 11 8 15 6 2 14 0 13 5 10 9 19 12 7 16 18 17 | 2 0 0 0 0 2 1 -1 0 -1 -1 0 -1 2 1 1 -1 -1 -1 -1 | -1066.0 83.0 155.0 | 9.0 30.0 30.0 1 1 1 
1 6 11 13 5 8 15 0 3 2 14 4 7 12 17 18 10 19 16 9 | 1 0 2 2 -1 0 0 -1 1 -1 -1 0 -1 0 2 1 -1 -1 -1 -1 | -992.0 80.0 122.0 | 50.0 52.0 41.0 1 1 1 
3 1 9 19 18 16 4 8 14 0 13 6 5 2 15 11 17 10 7 12 | 2 0 -1 0 1 -1 2 -1 1 0 -1 -1 -1 2 1 -1 0 -1 0 0 | -984.0 74.0 143.0 | 61.0 62.0 28.0 1 1 1 
