9 1 8 16 6 12 5 15 18 10 7 11 2 4 14 19 3 0 17 13 | -1 0 2 -1 -1 1 0 2 0 0 1 2 0 -1 -1 1 0 -1 1 2 | -1135.0 100.0 214.0 | 0.0 0.0 0.0 1 1 1 
13 14 15 5 11 4 10 8 6 0 3 2 12 9 19 17 18 1 7 16 | 2 -1 1 2 1 0 2 -1 1 -1 1 0 -1 0 0 0 -1 -1 -1 -1 | -1047.0 87.0 120.0 | 47.0 4.0 37.0 1 1 1 
16 6 3 19 18 12 7 8 15 0 4 13 14 9 11 10 17 2 1 5 | 2 -1 -1 0 2 -1 0 1 1 -1 -1 -1 0 2 -1 1 0 -1 0 0 | -966.0 70.0 152.0 | 59.0 62.0 48.0 1 1 1 
15 5 6 13 14 10 1 11 2 17 16 12 18 9 4 3 8 0 7 19 | -1 1 2 -1 -1 0 0 -1 -1 -1 1 1 -1 0 0 0 2 2 1 2 | -1091.0 103.0 157.0 | 44.0 0.0 0.0 1 1 1 
19 3 11 16 18 6 8 4 15 5 13 2 17 10 12 9 0 14 1 7 | -1 -1 2 0 1 2 0 -1 1 -1 -1 0 -1 2 -1 1 0 -1 0 0 | -988.0 71.0 156.0 | 44.0 65.0 38.0 1 1 1 
11 3 14 16 1 10 15 17 4 0 13 5 19 6 18 12 2 7 8 9 | 2 0 -1 0 2 -1 -1 -1 -1 -1 1 0 -1 2 0 1 0 1 -1 1 | -1018.0 74.0 131.0 | 52.0 17.0 48.0 1 1 1 
17 12 16 3 11 1 5 10 13 2 4 7 6 15 19 9 14 18 8 0 | -1 0 2 0 2 1 -1 2 -1 2 1 0 0 1 -1 -1 0 0 -1 1 | -1134.0 94.0 199.0 | 1.0 0.0 0.0 1 1 1 
11 3 14 16 1 19 7 15 13 4 10 0 8 18 6 5 12 2 9 17 | 2 0 -1 0 1 -1 -1 1 -1 -1 2 0 -1 2 0 1 0 -1 -1 1 | -1022.0 72.0 139.0 | 52.0 16.0 45.0 1 1 1 
1 3 14 16 11 10 8 4 2 17 15 6 7 0 9 13 19 18 12 5 | -1 0 1 0 1 -1 2 -1 1 -1 1 0 -1 -1 0 2 0 2 -1 -1 | -1039.0 80.0 121.0 | 52.0 4.0 40.0 1 1 1 
1 3 19 6 18 12 7 8 15 0 4 16 17 5 13 11 10 2 9 14 | 2 0 -1 0 2 -1 0 1 1 -1 -1 -1 0 -1 -1 1 2 -1 0 0 | -969.0 71.0 153.0 | 58.0 62.0 46.0 1 1 1 
