16 9 10 14 1 7 2 19 11 13 5 8 18 15 3 17 0 6 4 12 | -1 0 1 -1 -1 1 -1 0 2 0 0 1 -1 2 0 -1 0 2 2 1 | -1134.0 100.0 214.0 | 1.0 0.0 0.0 1 1 1 
1 16 6 3 14 8 11 5 13 10 0 17 15 2 12 7 4 19 9 18 | 2 0 -1 0 -1 1 0 -1 1 -1 2 1 -1 2 0 -1 0 -1 -1 -1 | -990.0 73.0 108.0 | 49.0 51.0 45.0 1 1 1 
4 2 14 8 5 0 9 15 10 17 16 1 19 12 7 11 6 13 18 3 | 0 2 0 -1 0 0 -1 -1 0 1 1 -1 -1 -1 0 1 2 1 2 2 | -1129.0 111.0 181.0 | 3.0 0.0 3.0 1 1 1 
3 16 19 11 2 1 14 7 15 0 10 5 9 4 13 12 18 17 6 8 | 2 0 0 0 -1 2 -1 1 -1 -1 2 0 -1 -1 1 1 0 -1 -1 0 | -1026.0 74.0 155.0 | 16.0 47.0 46.0 1 1 1 
1 14 0 6 11 5 8 13 15 12 16 19 4 18 17 10 9 3 2 7 | 0 0 -1 -1 -1 1 0 -1 1 -1 -1 0 2 1 0 2 2 -1 -1 -1 | -1000.0 86.0 115.0 | 50.0 49.0 36.0 1 1 1 
1 14 0 6 3 12 13 19 16 18 9 7 4 5 11 15 2 10 17 8 | 0 0 2 0 2 -1 0 2 -1 2 -1 -1 1 1 0 -1 1 -1 1 0 | -1133.0 107.0 192.0 | 2.0 0.0 0.0 1 1 1 
6 16 1 3 14 8 7 2 5 15 19 13 11 0 18 12 4 17 9 10 | -1 0 1 0 -1 2 0 1 1 -1 -1 -1 -1 2 0 2 0 -1 -1 1 | -1041.0 78.0 122.0 | 49.0 23.0 22.0 1 1 1 
6 16 1 3 14 8 7 0 13 15 19 9 17 18 2 11 10 5 4 12 | 1 0 -1 0 -1 -1 0 1 1 2 -1 -1 -1 2 0 2 0 -1 -1 1 | -1029.0 82.0 119.0 | 49.0 15.0 42.0 1 1 1 
13 12 7 3 14 8 1 11 16 5 15 0 17 4 6 18 9 19 10 2 | 2 1 -1 0 -1 2 -1 0 0 -1 -1 1 0 0 0 2 1 -1 -1 -1 | -1067.0 91.0 138.0 | 5.0 35.0 28.0 1 1 1 
6 16 1 3 12 4 14 18 5 2 10 13 19 11 0 8 17 7 9 15 | -1 0 2 0 1 1 0 -1 -1 -1 2 -1 0 2 1 -1 0 -1 0 -1 | -1011.0 76.0 149.0 | 18.0 53.0 53.0 1 1 1 
1 16 6 3 14 8 5 19 13 15 11 2 4 10 18 12 17 9 7 0 | -1 0 1 0 -1 1 0 -1 1 -1 -1 2 -1 2 0 2 0 -1 -1 1 | -1055.0 82.0 126.0 | 49.0 8.0 23.0 1 1 1 
15 6 3 7 19 1 12 2 4 13 5 17 16 8 14 10 9 11 18 0 | -1 0 1 0 1 2 0 0 -1 -1 -1 -1 1 2 -1 0 2 1 -1 0 | -1083.0 87.0 164.0 | 15.0 15.0 22.0 1 1 1 
19 11 1 12 3 9 4 2 8 10 0 15 13 16 7 5 14 18 6 17 | 2 0 1 0 1 -1 -1 -1 1 0 1 0 0 2 -1 2 -1 -1 -1 0 | -1062.0 76.0 174.0 | 42.0 4.0 27.0 1 1 1 
12 16 11 10 1 9 8 3 15 0 5 13 17 19 4 6 14 2 18 7 | 2 0 -1 1 -1 2 -1 -1 1 0 0 0 0 2 -1 1 0 -1 -1 1 | -1096.0 78.0 178.0 | 9.0 0.0 30.0 1 1 1 
19 11 1 12 3 9 4 2 8 10 0 15 16 17 13 14 7 18 6 5 | 2 0 1 0 1 -1 -1 -1 1 0 1 0 0 -1 -1 2 2 -1 -1 0 | -1064.0 76.0 182.0 | 42.0 4.0 25.0 1 1 1 
3 1 7 16 8 11 15 13 0 14 10 5 12 18 6 17 9 4 2 19 | 2 0 -1 0 -1 2 -1 0 0 -1 0 1 -1 1 2 1 0 -1 -1 -1 | -1068.0 84.0 140.0 | 4.0 38.0 25.0 1 1 1 
6 14 2 1 15 0 10 12 7 17 18 19 8 11 9 4 13 5 16 3 | 1 0 0 -1 -1 -1 0 1 2 -1 1 2 1 -1 0 0 -1 2 0 2 | -1134.0 110.0 207.0 | 1.0 0.0 0.0 1 1 1 
6 11 1 12 3 9 5 10 4 16 15 13 17 2 8 14 19 7 18 0 | -1 0 -1 0 1 1 0 -1 -1 0 1 0 0 2 -1 2 2 1 -1 -1 | -1112.0 82.0 188.0 | 3.0 1.0 19.0 1 1 1 
