-991.0	77.0	103.0	
-1134.0	91.0	200.0	
-1126.0	85.0	209.0	
-988.0	70.0	109.0	
-1080.0	97.0	147.0	
-1008.0	72.0	109.0	
-1017.0	74.0	127.0	
-1038.0	80.0	123.0	
-1070.0	81.0	134.0	
-1038.0	76.0	124.0	
-1080.0	84.0	149.0	
-1065.0	83.0	132.0	
-1101.0	80.0	171.0	
-998.0	80.0	106.0	
-1115.0	85.0	166.0	
-1075.0	87.0	143.0	
-1022.0	73.0	156.0	
-1129.0	88.0	203.0	
-1132.0	92.0	187.0	
-1069.0	95.0	130.0	
-1061.0	79.0	141.0	
-1063.0	76.0	174.0	
-1081.0	94.0	149.0	
-1106.0	82.0	160.0	
-1132.0	95.0	183.0	
-1026.0	71.0	158.0	
-1046.0	74.0	159.0	
-1050.0	75.0	130.0	
-1030.0	74.0	129.0	
-1133.0	97.0	189.0	
-1092.0	93.0	157.0	
-1088.0	79.0	179.0	
-1122.0	90.0	190.0	
-1112.0	82.0	162.0	
-1078.0	89.0	146.0	
-1133.0	94.0	196.0	
-1120.0	92.0	177.0	
-1090.0	87.0	152.0	
-1125.0	91.0	180.0	
-1065.0	92.0	129.0	
-1055.0	79.0	125.0	
-1128.0	89.0	193.0	
-1103.0	80.0	174.0	
-1085.0	96.0	151.0	
-1053.0	78.0	124.0	
-1132.0	89.0	202.0	
-1134.0	90.0	206.0	
-1106.0	88.0	158.0	
-1114.0	81.0	163.0	
-1054.0	81.0	124.0	
-1039.0	74.0	151.0	
-1056.0	78.0	131.0	
-1072.0	86.0	143.0	
-1002.0	72.0	107.0	
-1124.0	89.0	192.0	
-1063.0	78.0	148.0	
-1126.0	86.0	204.0	
-1043.0	74.0	154.0	
-1060.0	75.0	158.0	
-1117.0	83.0	169.0	
-1083.0	77.0	174.0	
-1084.0	80.0	169.0	
-992.0	77.0	106.0	
-1051.0	77.0	126.0	
-1126.0	93.0	180.0	
-991.0	72.0	106.0	
-1109.0	81.0	162.0	
-1120.0	89.0	185.0	
-1047.0	77.0	125.0	
-1111.0	94.0	161.0	
-1083.0	79.0	166.0	
-1107.0	82.0	161.0	
