15 8 1 13 6 4 14 5 12 9 10 19 7 11 3 2 0 18 16 17 | -1 0 -1 -1 1 1 0 2 0 2 2 -1 2 0 1 0 -1 -1 1 0 | -1135.0 109.0 197.0 | 0.0 0.0 0.0 1 1 1 
5 13 14 6 0 2 12 8 4 16 3 1 18 9 17 11 7 10 15 19 | 0 2 1 2 1 0 0 -1 1 -1 -1 -1 1 0 0 -1 2 -1 -1 -1 | -1051.0 93.0 122.0 | 52.0 5.0 27.0 1 1 1 
11 1 16 12 3 7 5 15 18 10 13 2 19 8 14 9 17 6 4 0 | -1 0 2 0 -1 1 -1 1 -1 -1 2 0 0 2 -1 1 0 -1 0 -1 | -1008.0 71.0 151.0 | 21.0 53.0 53.0 1 1 1 
1 16 3 18 19 6 8 11 10 13 0 4 12 15 17 9 14 7 5 2 | 2 0 -1 0 2 -1 0 -1 1 -1 1 1 -1 2 -1 -1 0 -1 0 0 | -982.0 73.0 140.0 | 39.0 66.0 48.0 1 1 1 
12 16 11 1 3 15 13 9 19 14 4 18 10 8 2 17 0 7 6 5 | -1 0 -1 0 1 -1 -1 -1 -1 0 2 0 0 1 2 1 0 2 2 1 | -1132.0 90.0 210.0 | 2.0 0.0 1.0 1 1 1 
1 16 18 3 11 6 2 10 7 8 0 13 14 9 19 15 5 17 12 4 | 2 0 1 0 -1 -1 0 1 1 -1 1 0 -1 2 2 -1 0 -1 0 -1 | -1107.0 80.0 162.0 | 3.0 1.0 24.0 1 1 1 
6 0 3 12 7 14 4 13 5 16 10 18 9 8 19 1 11 2 17 15 | 0 -1 -1 0 1 1 0 0 -1 2 2 -1 0 1 0 -1 2 -1 1 2 | -1127.0 104.0 181.0 | 0.0 5.0 3.0 1 1 1 
6 0 3 12 7 14 4 13 15 8 5 9 10 2 1 18 17 16 19 11 | 0 -1 -1 0 1 2 0 0 2 2 -1 -1 0 1 0 1 -1 -1 1 2 | -1133.0 108.0 189.0 | 0.0 2.0 0.0 1 1 1 
1 16 11 12 3 15 13 8 5 10 0 7 14 6 18 19 17 2 4 9 | 2 0 -1 0 -1 2 -1 -1 1 -1 2 0 0 1 -1 1 0 -1 0 -1 | -1022.0 74.0 149.0 | 21.0 46.0 46.0 1 1 1 
15 13 6 3 19 10 17 2 0 5 16 14 8 4 9 7 1 12 11 18 | 1 -1 1 0 1 2 0 -1 -1 -1 0 -1 -1 0 2 0 2 1 -1 0 | -1096.0 92.0 158.0 | 18.0 4.0 17.0 1 1 1 
11 16 1 15 14 3 10 19 8 0 13 4 7 17 12 5 2 6 9 18 | 2 0 -1 1 2 -1 -1 -1 1 -1 1 0 -1 2 0 0 0 -1 -1 1 | -1028.0 78.0 130.0 | 41.0 18.0 48.0 1 1 1 
11 16 1 12 3 5 14 17 15 6 13 0 18 4 19 10 2 8 7 9 | 2 0 -1 0 -1 1 2 -1 -1 -1 -1 0 0 2 1 1 0 0 -1 -1 | -1074.0 81.0 146.0 | 1.0 32.0 28.0 1 1 1 
11 1 16 12 3 7 5 15 8 10 9 18 0 19 4 14 17 2 13 6 | 2 0 -1 0 -1 1 -1 1 2 0 2 0 0 -1 -1 1 0 -1 1 2 | -1133.0 92.0 202.0 | 2.0 0.0 0.0 1 1 1 
11 16 1 15 14 3 17 7 5 10 8 0 6 18 2 19 13 12 4 9 | 2 0 -1 1 -1 2 -1 1 2 -1 1 0 -1 -1 0 0 0 1 -1 -1 | -1048.0 85.0 135.0 | 41.0 6.0 40.0 1 1 1 
1 16 3 18 19 6 8 11 10 13 0 2 12 7 17 15 5 4 14 9 | 2 0 2 0 -1 -1 0 -1 1 -1 1 1 -1 2 -1 -1 0 -1 0 0 | -987.0 72.0 143.0 | 39.0 66.0 43.0 1 1 1 
1 16 11 12 3 7 15 18 19 8 14 5 10 9 6 0 4 2 13 17 | -1 0 -1 0 -1 2 -1 1 1 -1 2 0 0 -1 2 1 0 -1 0 1 | -1072.0 79.0 167.0 | 21.0 7.0 35.0 1 1 1 
1 16 18 3 11 6 7 2 15 14 13 10 9 12 8 17 19 5 4 0 | -1 0 1 0 -1 -1 0 1 -1 -1 2 0 -1 2 2 1 0 -1 0 1 | -1087.0 79.0 171.0 | 3.0 11.0 34.0 1 1 1 
1 3 19 13 5 15 0 7 12 17 4 10 9 2 18 8 14 6 16 11 | 1 0 2 0 2 0 -1 1 -1 2 2 -1 1 0 -1 0 -1 1 -1 0 | -1130.0 98.0 191.0 | 1.0 4.0 0.0 1 1 1 
5 15 14 6 0 2 12 8 4 16 11 13 1 7 9 17 19 3 18 10 | 0 -1 1 -1 1 0 0 -1 1 -1 -1 2 1 2 0 0 2 -1 -1 -1 | -1057.0 92.0 126.0 | 50.0 5.0 23.0 1 1 1 
1 16 11 12 3 7 15 18 19 8 14 13 4 6 2 5 9 0 17 10 | -1 0 -1 0 2 -1 -1 1 1 -1 -1 0 0 2 2 1 0 -1 0 1 | -1070.0 78.0 168.0 | 21.0 7.0 37.0 1 1 1 
6 1 18 3 11 19 7 2 15 5 16 0 14 17 12 13 9 10 8 4 | 2 0 1 0 -1 2 0 1 -1 -1 -1 0 -1 -1 -1 1 2 -1 0 0 | -998.0 72.0 149.0 | 43.0 66.0 28.0 1 1 1 
11 1 16 12 3 7 5 15 8 10 0 14 4 2 13 9 6 18 17 19 | 2 0 -1 0 0 1 -1 1 2 -1 2 0 0 -1 -1 1 0 -1 1 2 | -1135.0 95.0 199.0 | 0.0 0.0 0.0 1 1 1 
11 15 6 14 5 10 0 7 1 16 3 8 2 9 19 13 17 12 18 4 | 1 2 -1 2 -1 0 0 1 -1 1 1 0 -1 -1 0 0 2 -1 -1 -1 | -1058.0 96.0 128.0 | 46.0 4.0 27.0 1 1 1 
1 16 3 18 19 6 8 11 10 13 0 15 14 17 9 12 7 5 2 4 | 2 0 -1 0 -1 -1 0 -1 1 -1 1 1 -1 2 -1 2 0 -1 0 0 | -1003.0 74.0 139.0 | 39.0 66.0 27.0 1 1 1 
11 9 13 3 12 16 2 10 8 15 6 7 14 0 5 19 17 18 4 1 | -1 -1 1 0 -1 -1 2 1 1 0 1 0 0 0 2 2 0 -1 -1 -1 | -1114.0 84.0 175.0 | 5.0 1.0 15.0 1 1 1 
11 15 1 16 14 3 10 19 8 0 13 5 18 2 7 17 12 4 6 9 | 2 0 -1 1 -1 2 -1 -1 1 -1 1 0 -1 2 0 0 0 -1 -1 1 | -1046.0 79.0 129.0 | 41.0 18.0 30.0 1 1 1 
