-990.0	90.0	105.0	
-1040.0	74.0	170.0	
-1135.0	97.0	200.0	
-1130.0	90.0	208.0	
-1121.0	110.0	171.0	
-1135.0	100.0	181.0	
-1017.0	74.0	144.0	
-1063.0	86.0	128.0	
-1002.0	94.0	106.0	
-1053.0	92.0	122.0	
-1082.0	91.0	153.0	
-1027.0	74.0	155.0	
-1115.0	82.0	184.0	
-993.0	77.0	107.0	
-1128.0	94.0	199.0	
-1133.0	95.0	200.0	
-1035.0	76.0	139.0	
-1088.0	96.0	151.0	
-1127.0	91.0	197.0	
-1059.0	82.0	132.0	
-1124.0	87.0	205.0	
-1041.0	77.0	134.0	
-1104.0	77.0	188.0	
-1096.0	78.0	178.0	
-998.0	79.0	112.0	
-1125.0	90.0	194.0	
-1110.0	80.0	189.0	
-1114.0	88.0	175.0	
-1087.0	92.0	140.0	
-1076.0	87.0	156.0	
-1037.0	78.0	128.0	
-1126.0	86.0	207.0	
-1088.0	99.0	146.0	
-1066.0	81.0	143.0	
-1071.0	83.0	140.0	
-1046.0	80.0	120.0	
-1042.0	75.0	157.0	
-1054.0	89.0	126.0	
-1074.0	85.0	150.0	
-1107.0	80.0	169.0	
-1126.0	90.0	201.0	
-1117.0	85.0	177.0	
-1113.0	83.0	165.0	
-1036.0	84.0	118.0	
-1020.0	75.0	146.0	
-1098.0	92.0	157.0	
-1057.0	79.0	132.0	
-995.0	77.0	114.0	
-1122.0	92.0	190.0	
-1130.0	97.0	187.0	
-1091.0	77.0	187.0	
-1082.0	76.0	186.0	
-1049.0	88.0	124.0	
-1102.0	86.0	161.0	
-1134.0	98.0	199.0	
-1079.0	90.0	149.0	
-1095.0	79.0	171.0	
-1076.0	89.0	149.0	
-1057.0	84.0	127.0	
-1109.0	79.0	187.0	
-1047.0	88.0	122.0	
-1025.0	79.0	126.0	
-1097.0	80.0	167.0	
-1089.0	77.0	177.0	
-1081.0	78.0	167.0	
-1113.0	81.0	186.0	
-1125.0	89.0	205.0	
-1054.0	78.0	163.0	
-1108.0	91.0	159.0	
-1044.0	77.0	166.0	
-1082.0	83.0	163.0	
