-1134.0	100.0	214.0	
-990.0	73.0	108.0	
-1129.0	111.0	181.0	
-1026.0	74.0	155.0	
-1000.0	86.0	115.0	
-1133.0	107.0	192.0	
-1041.0	78.0	122.0	
-1029.0	82.0	119.0	
-1067.0	91.0	138.0	
-1011.0	76.0	149.0	
-1055.0	82.0	126.0	
-1083.0	87.0	164.0	
-1062.0	76.0	174.0	
-1096.0	78.0	178.0	
-1064.0	76.0	182.0	
-1068.0	84.0	140.0	
-1134.0	110.0	207.0	
-1112.0	82.0	188.0	
-1092.0	105.0	151.0	
-1125.0	104.0	180.0	
-1074.0	81.0	162.0	
-1050.0	77.0	169.0	
-1109.0	83.0	184.0	
-1133.0	103.0	211.0	
-1099.0	96.0	156.0	
-1079.0	90.0	156.0	
-1093.0	90.0	159.0	
-1073.0	79.0	167.0	
-1077.0	98.0	148.0	
-1132.0	105.0	203.0	
-1123.0	91.0	200.0	
-1127.0	96.0	191.0	
-1121.0	103.0	186.0	
-1069.0	99.0	145.0	
-1116.0	101.0	167.0	
-1081.0	95.0	157.0	
-1055.0	80.0	150.0	
-1088.0	80.0	175.0	
-1091.0	88.0	158.0	
-1070.0	82.0	148.0	
-1129.0	99.0	213.0	
-1075.0	82.0	171.0	
-1106.0	99.0	159.0	
-1124.0	94.0	207.0	
-1044.0	79.0	125.0	
-1117.0	85.0	205.0	
-1101.0	81.0	176.0	
-1081.0	85.0	166.0	
-1127.0	106.0	189.0	
-1053.0	82.0	125.0	
-1091.0	97.0	154.0	
-1120.0	101.0	181.0	
-1126.0	106.0	188.0	
-1120.0	87.0	204.0	
-1123.0	93.0	189.0	
-1122.0	100.0	187.0	
-1097.0	92.0	161.0	
-1027.0	76.0	154.0	
-1130.0	100.0	194.0	
-1075.0	89.0	148.0	
-1115.0	88.0	169.0	
-1097.0	93.0	158.0	
-1127.0	95.0	197.0	
-1127.0	92.0	214.0	
-1133.0	104.0	204.0	
-1128.0	102.0	193.0	
-1121.0	91.0	196.0	
-1131.0	102.0	200.0	
-1128.0	98.0	197.0	
-1103.0	87.0	167.0	
-1108.0	86.0	182.0	
-1126.0	97.0	189.0	
-1092.0	83.0	169.0	
-1119.0	96.0	187.0	
-1063.0	86.0	124.0	
